sentiment,content
neutral,@shaddybabybitch Hello there
neutral,"@ROBBIEEEEE Aha, Ok  I might see you there yano."
neutral,Can't wait till Friday. Leave school at 10:15 and party at Manor Heath for the rest of the day
happiness,@quinland    Lmao Yes its on the 27th  I get so excited lol
happiness,"@katoi awww, a very happy birthday to him"
happiness,@nikkiwoods no problem! i think it's a great thing to reflect on.
neutral,"@prgirl I still think everyone using twitter now is an early adopter, but yes, the underscore doesn't look so cool"
worry,"@lauVanExel @Ramoso, just dont understand what's it got to do with me. I'm just a nice girl"
love,@Darcevarchy Re novel - will keep you posted
worry,@superrichguy werd. that's very true
neutral,I am going to start using @1Password for fast access to m.twitter.com at school
happiness,gooodmorning people of earth!
neutral,@Woywegian  Hello there hope your over your flu now
love,"you belong with me may be my favourite music video ever, and lucas till makes it just that little bit better"
happiness,@ckanal funny you should say...am filling it out as we speak ;) cheers!
love,"going on a picnic with my dad - atleast i persauded him out of the idea of walking &amp; cycling. yum, special k."
fun,"Can you dig it, sucka?  Booker T.  Former WWE Wrestler"
fun,looking at tabs for all of the &quot;Boys Like Girls&quot; songs
neutral,looking for people
relief,@tialebott haha you are just as bad as I am.... Well perhaps a little less retarded . I am attempting to knit myself gloves this winter
love,"@lostgirl66 yeah, it's a bit 80s silly at points but i love it"
worry,@lameBIRDIE aw its okay tht happened wid me too..am so glad thts OVER now!am not helpin here am i?!?lol thnx for postin WMIAD  loved it
fun,"@Sally_E u work hard Sally  Not sure i can muscle up the courage to go on my own, it will be hard without you laughing at my unco-ness"
fun,playing sudoku while mommy makes me breakfast &amp; lunch
happiness,@chromasia I saw your tweet minutes before going to lunch.  Decided to skip that today. Thanks for saving me the money  Speedy recovery!
surprise,About to take a shower. Then see how annas doing
neutral,@understood Well best of luck
happiness,@fallenstar_ I got 71! That's more than I'm following... I feel special now
neutral,"Hey guys, this is group for people who belong to &quot;Pune Institute of Compute Technology&quot; college, Pune   via http://twibes.com/group/PICT"
neutral,"alphonso milkshake in the morning, lassi in the afternoon and fresh nimbupaani in the evening....summers can be fun"
empty,@afwife08 nope! not comin up 2nite gurl!
love,I need a break... PFFF... Work Sucksss Will be in Myrtle Beach SC in 45 days...  things like that make me soooo happy woeiwoeiwoei
enthusiasm,@jeanettewang Nice! That would be a feat for me...The husband's out clocking some miles for Sundown too!
happiness,@jjkraal Thanks! Fotoreportage coming soon
neutral,Good morning!
neutral,@bethharperwalsh Yes for sure ! its all that i would eat !!
sadness,"The Aspitar Hospital in Doha is amazing. Great service, nice building and free WiFi. Win"
neutral,@coollike toy story pwns
happiness,@Blondie_HK very funny
neutral,Sitting here twittering~~up at 3 am yuk! I want some messages!  Blue Monday!!
happiness,"@fallenstar_ Oh ok then, I've been there before for a wedding. It was heaps nice there. I'm a big fan of Qld"
worry,@hot30 how do you win the trip to america? please reply xo
happiness,"Thanks everyone for twittering with me. Still a newbie.. so if you have friends who you would like to invite here, please help a girl out"
love,i dont think i have ever laughed so hard
fun,Threee WORDS . . . YOUTUBE BAMBOOZLE SHOW
fun,@mariamabdillahi welcome back chica! hope you had a nice break
worry,"Woke up at 10am, my alarm didnt wake me up so @samm_xo did by sending me the best text!"
worry,"wonders what some dancers have against glitter? Just don't wear it. Don't create a whiny group about it. Ok, I'm done."
neutral,says I'm tutoring my cousin!  http://plurk.com/p/rpp57
happiness,"@DrRus @BruceBrownNC Good morning, gents!  How are ya today?"
happiness,hope this day will be nice as the sun that are upon us
neutral,@Beverleyknight  really? ur a brave lady walkin around those lions then.  any other book suggestions?
surprise,"@ankitbathija Thanks mate, just came on board here at Twitter ...  .. tweet up sounds great.."
happiness,Good Morning everyone!  Have a great Monday!  Thanks for following!
empty,cant chu hear the echooooo-oooo??
worry,@sucka99 yep 14 days whoop
neutral,Off to study!  later guys
worry,@dannykurily awww hope you get better
surprise,"@kontorrecords yes i do, how can I not?"
worry,And gadget show today  Can today be any better?
neutral,"They grovelled   On tomorrow morning, will post a link to the show, should be on just after 9am if anyone is about"
happiness,"Just booked my tickets for London on thursday, i'm so exicted"
worry,"@1sweetwhirl  It's a pleasure , Will be wary of girlie marshmallows from now on lol  You might have saved my life .lol ;-)"
neutral,found any decently priced breakfast yet? i hope you do  @DavidArchie
happiness,@Zokathepuppy heyyy! how are you todayy?!
surprise,@blue_north27 http://twitpic.com/4jcjr - Mmm yummy... looks like an invitation to me
happiness,"@Rupert_Grint About the dog thingy, an adorable golden retriever would be awesome !  Or a husky, too. x"
surprise,I'm on Twitter now... how cool am I? and now let's go to McDo
neutral,"@nomysteryleft well, the customer is always right (at least that's what they tell me)"
worry,"@patently and yes, I have seen your comment and yes, I did have the right answer.  I'll get over it."
sadness,@pd1001 Aw poor you..ironing! Eek! lol It's raining here too.....prob try and get out with the kids later..nt too exciting im afraid!
fun,just helping myself to some caramel digestives
neutral,has britney spears  songs all over his Desktop now
fun,@Japan_Blogs Congratulations lovely Japanese Children Happy Kodomo no hi
neutral,Just got booked my ticket to athens
worry,"@JamieLynnMB i had my son when i was 16.he's now 10..and twins at 19,age doesnt matter! there are worse parents out there that are older!"
enthusiasm,you'll be good eloise
neutral,still page one on Google   still cant quite believe it   not spent a cent to get to page One..... Wow what next...Mmmmmm
fun,I'm so drunk haha. Cant wait for round 2 tomorrow night  Gnight ppl
worry,"No more tickets for today.  Having dinner with Mimcy after work, then we head home. Then again, she might get a call"
fun,anybody have any new song ideas?
surprise,@DJ_Joelted i will definately be there tomorrow
fun,pacquiao fight was fun at home wif fam and melissa sat.    today was a mission to ikea. srsly 4 different freeways to ge to burbank.
neutral,Kind of tired of poopy puppy patrol....who knew two lil doggies could make so much um...waste. They are super cute though
neutral,Although it is becoming Tuesday (soon) in New Zealand  * @bigbdisco @by_starla @tubilino @LittleC @asterion H... ? http://blip.fm/~5jhim
surprise,@ladybug8320 that is definitely a blast from the past
empty,http://twitpic.com/4jco5 - The Result of working the Green/Black fingers...
neutral,ok thats it.... sleep time
love,has sent Ben off to do the weekly shop  woo! xxxxx
love,"@jeffsonstein Me too, because Monday is end of weekend. But, we cannot escape it, so I wish you have a good week"
enthusiasm,@clarexsaula I am excited. Ashley and Matt should be here within the next half hour and that's when it all really starts for me.
fun,@pradeepto he he! I will send it thru anurag
sadness,@suzi_meow YEAH U Better BE !!
happiness,Having fun  With my friend !
happiness,@kevmarmol Agree!
enthusiasm,@ddlovato how was bamboozle? i wish i could've gone. &amp;&amp; have you worked with laurie ann gibson? she told me you guys worked together
happiness,"Right I now need breakfast. Let's see if I can make it while Tweeting ;-) What am I thinking, I'm a bloke, multitasking is out lol"
neutral,It's almost past 3. Time to go to bed
fun,@scullyrific Hell Yeah!
sadness,@threefromleith Poor you. I'm off on Bank Holiday Monday today too
neutral,@leepovey
neutral,@sabbypar when next week are you leaving? Am off somewhere next week as well.
neutral,Probando TweetDeck
fun,@que_day26 YES YES YES! http://snurl.com/hbn90 i used YOUR song in mine
happiness,"@WhitneyEVE i love the new hairdo! haha, and i live in NY too, so yeah it was REALLY hott!"
surprise,"@kate38381849 haha, yeah i meant mall! -winks back-"
surprise,@paulcockerton that is truly impressive. Can't come close to that. Takes the argument over whether web needs subs to a new level though
happiness,@marcooth GREAT!! i obviously should check twitter more often to know all the important stuff thats going on
relief,Handed in. Can relax a bit now.
worry,@SWIFTas omg evie. we have to do our plan for hot 30 tomorrow night
neutral,@mileycyrus : Come to VietNam to make a live Show Miley. there are so much fans love you at Viet Nam
worry,"@ElonNarai Ugh, looks like you'll have some work to do . Good luck"
happiness,Oh snap... kinda nuts right now... @basedmagazine:  I've told at least 27  Thanks babes.
neutral,&quot;family bird is the word&quot; I &lt;3 FAMILY GUY
happiness,made my pin hole camera todaaaaay. need to get some film now!  http://tinyurl.com/cw8wp2
relief,is finally starting her assignments
love,i really wanna be miley cyrus's friendie  hahaha
neutral,"@TiffLacey of course, always here for you"
happiness,@krissy_tina @_adriii guys  i am literally going to sydney in the june/july hols. can we meet? i wanna try one of those lindt cafes!
happiness,spending some quality time with my fender tele deluxe...true love
enthusiasm,@StaciJShelton Well tell me what fashion tips you need and I'm your woman  hehehe
neutral,@dougiedaydream thank you
neutral,"@jeffparks Good morning, sir"
love,I love the video for Da Funk by Daft Punk
worry,hopefully today will work in our favor
happiness,@igortizz hahahahaha u look really good in ur picture
love,#musicmonday Epic song. (Y)  ? &quot;Lights and Sounds&quot; by Yellowcard ~ http://tinyurl.com/db7ppm
sadness,Boo to the rain. Just got all pruney in the bath  oo its may day..the crazy morris dancers will be having it large in ampthill lol.
neutral,watchin Gilmore Girlz
love,&quot;Can't a Stevie wonder?&quot; gabe just called me sleepypants gaby.
neutral,@JaimeMcKnight too late!  already finished the chapter and posted it!
neutral,"@nerissa02 Yeah, a few peeps. It should be a good day to catchup with everyone"
fun,Jimmy Eat World's initials are JEW....new favorite band
fun,@Milomilkshake you can put a saucepan full of water on the cooker to heat up the water...indian style  scrabbled are the best!!!!
worry,hmm... now what to do today... i suppose i could revise for my science test :/ or i could just eat cookies and watch films
love,My Monday has been going extremely well. Not what I expected at all!
happiness,"????? ?? ??? ????????, ????? ?? ??? ???????, ??? ??? ?? ?????? ??? ??, ???? ??? ?? ???????... The magic of Rafi singing for Shammi Kapoor"
neutral,@Kait_O haha .. i'm from philippines!  i just want to follow you!
neutral,morning to all
empty,"@BenKasica Iowa is like that sometimes, it gets frustrating."
relief,@DD_Lovato Never been better thanks  what are you up to?
fun,@emmao414 Thanks Emma! Plus: Squeeee! You're my first comment!!!
love,"@vuzzello Yeah, they're great. I think we'll hear more of them in the years to come"
neutral,It are mimi time
happiness,what a beautiful morning ; it's time to get up and enjoy the sun
relief,@ShropshirePixie I've got some of those I used to use on my OES.  Good for the wrist muscles though
